DomainName	Company	Category	Description	
invodo.com	Invodo	Advertising (Video)	Measure the ability to engage and convert shoppers using data and analytics with Invodo video for e-commerce.	
ioam.de	Infoline GmbH	Analytics	Infoline is the provider of Internet audience measurement services in Germany. As a service provider of AGOF and IVW we provide to the online advertising market, the performance values â€‹â€‹for the use of the medium Internet. The determined on this basis web coverage online deals can be successfully marketed efficiently.	
iperceptions.com	iPerceptions	Customer Engagement	iPerceptions provides the capabilities to engage with your customers in the 'Moment of Truth' on multiple digital touch points. Gain insights from tactical to strategic with methods to collect a random sample and comment cards to connect with individual customers.	
ist-track.com	Intelligent Reach	Tracking	Intelligent Reach's primary objective is to increase the revenues and profit of its customers, online retailers. Consumer behaviour is changing at a rapid pace, and the places, ways and technologies to sell online are fragmenting.	
iwantthatflight.com.au	Gath Adams	Travel Search Tools	The site makes it easy to find the cheapest domestic and international airfares. once you have found the airfare that you want we send you directly to the airline to book, which means no fees or commissions. If a cheaper price for the same airfare can be found through another travel agent, then that is shown as an option as well.	
ixiaa.com	Ixi Corp. (Equifax)	Financial Content Marketing	IXI Services helps the nation&#039;s leading financial services and consumer marketing firms optimize marketing efforts, identify growth markets, and enhance practice and performance management.	
janrainbackplane.com	Janrain Inc.	Web Personalization	Janrain specializes in customer identity data management and social login systems so businesses know their customers and leverage data to deliver personalized marketing.	
jquery.com	MaxCDN	CDN	jQuery CDN, powered by MaxCDN.	
jquerytools.org	Flowzymes Ky	CDN JSLib	A collection of the most important user-interface components for todays websites.	
jsdelivr.net	jsDelivr	CDN JSLib	A free super-fast CDN for developers and webmasters.	
jsonip.com	jsonip.com	Tracking	jsonip.com is a free utility service that returns a client's IP address in a JSON object with support for JSONP, CORS, and direct requests. It serves millions of requests each day for websites, servers, mobile devices and more from all around the world. jsonip has been in service since November 2010.	
juicyads.com	JuicyAds	Advertising	JuicyAds is an advertising marketplace for publishers to sell ads and earn money, as well as for advertisers looking to buy traffic.	
jump-time.net	OpenX Technologies Inc	Advertising	With OpenX, publishers make more money by maximizing ad inventory and content engagement. Advertisers reach targeted audiences at scale and improve ROI.	
justuno.com	JustUno	Email Marketing	Boost sales & social marketing leads by offering instant coupons for a Facebook Like, Tweet, or Google +1.  Don't buy fans, gain real fans for free with Justuno.	
jwpsrv.com	LongTail Ad Solutions. Inc.	Video Tools	JW Player is the web&#039;s most popular online video player providing media solutions to publishers of all sizes.	
kameleoon.com	Kameleoon	A-B Testing	Launch your A/B tests easily ... at last! Create variants of your web pages â€“ no technical knowledge required: modify text, colour, product images, button sizes, banners, block placement etc. Incredibly simple: 5 min installation. One tag for all your tests, targeting and personalizations.	
kampyle.com	Kampyle LTD	Usability Research (Customer Experience)	A simple and powerful customer feedback solution for web and mobile. Listen, understand and act on customer feedback to achieve business results with Kampyle	
kau.li	Kauli	Advertising	Kauli works by selecting and posting advertisement automatically based on user's browsing frequency that is expected to gain the highest benefit. To respond domestic`s major advertisement network, we are calculating the expected benefit for each advertisement network by using a machine learning algorithm that has been developed by Kauli originally.	
kiosked.com	Kiosked	Advertising	Kiosks are responsive and non-intrusive graphical overlays. Kiosks can be either products or ads. They are automatic and connected to a dynamic database. Kiosks are geo-location aware, customizable and measurable in real-time.	
kissmetrics.com	KISSmetrics	Analytics	Giving you the knowledge you need to make better decisions. KISSmetrics is a revolutionary person-based analytics platform for your whole team. Get product, sales, marketing, customer support working together to improve the metrics that matter.	
klick2contact.com	Klick2Contact EU Ltd.	Live Support	The K2C suite of Live Help services via Chat and Call-Back offers, in real time, a way to improve the customer’s experience when they explore, interact and purchase from any company’s website.	
kodajo.com	Kodajo Ltd.	Connectivity	Our networking features allow you to connect with other businesses to ask and answer questions, discuss topics and network online. You can make, and receive, online referrals and introductions to and from other businesses to discover new opportunities for your business.	
kontera.com	Amobee, Inc.	Marketing Platform	[a•mo•bee] is the leading global digital marketing technology company. The [a•mo•bee] technology platform provides advertisers, agencies, publishers, and operators with innovative cross channel digital marketing technology and solutions.	
krxd.net	Krux Digital Inc	Internet Hosting	Krux's cloud-based infrastructure helps websites capture, control, and connect consumer data across screens and source, putting data to work delivering web experiences that are cooler, safer, faster, and smarter.	
lead-123.com	Lead Forensics	Analytics	With Lead Forensics you get complete access to who is visiting your site, what exactly they looked at while there and how to make contact with them. Lead Forensics delivers all this information through a simple sleek interface that allows you to easily assign leads to sales team members and access full contact and visitor information. So your sales team can be more empowered and more effective.	
leadback.advertising.com	AOL	Advertising	LeadBack allows you to find people online that have already viewed your ads or visited your website, then target them again – called retargeting – with another ad.	
leadforensics.com	Lead Forensics	Analytics	With Lead Forensics you get complete access to who is visiting your site, what exactly they looked at while there and how to make contact with them. Lead Forensics delivers all this information through a simple sleek interface that allows you to easily assign leads to sales team members and access full contact and visitor information. So your sales team can be more empowered and more effective.	
lemde.fr	Bitly	Content Provision	Bitly Brand Tools: Own, understand and activate your best audience through the power of the link.	
levexis.com	Ensighten	Advertising	Ensighten is the global leader in omni-channel data and tag management. Its Agile Marketing Platform is built to meet the evolving needs of digital marketers in large enterprise organizations. TagMan was acquired by Ensighen in 2014.	
lexity.com	Yahoo! Inc.	Analytics	Yahoo Commerce Central is the easiest way to grow your small and medium ecommerce businesses. We provide the best real time analytics and insights for ecommerce for free, and apps to advertize your store through Google, Amazon, Facebook, Pinterest and Twitter.Yahoo Commerce Central works with Magento, Shopify, Virtuemart, OScommerce, Prestashop, BigCommerce, Volusion, Yahoo stores and many other ecommerce platforms.	
lfstmedia.com	Lifestreet Media	Advertising	LifeStreet, LifeStreet Media, online advertising, in app advertising, app monetization, performance marketing, display advertising.	
liadm.com	Iponweb	Connectivity	IPONWEB has a vision for RTB and Media Trading that is open, transparent and allows many different kinds of businesses to trade and sell media in real-time. All in their own unique way	
libs.coremetrics.com	IBM Corp.	Analytics	IBM EMM solutions are recognised as market leaders by leading industry analyst reports which cover multi-channel campaign management, cross-channel campaign management, integrated marketing management and customer analytics.	
licdn.com	LinkedIn	CDN	LinkedIn, the world&#039;s largest professional network with 300 million members in over 200 countries and territories around the globe.	
lijit.com	sovrn	Advertising	sovrn is an advocate of and partner to almost 20,000 publishers across the independent web, representing more than a million sites, who use our tools, services and analytics to grow their audience, engage their readers, and monetize their site. We own and operate one of the largest global exchanges that connects publishers with a complete range of third-party monetization solutions, including display, video, and mobile, as well as private marketplaces and data-driven yield optimization.	
linkcious.com	Linkcious	Web Personalization	Linkcious is an awesome product recommendation engine that helps you show your products like the related products on Amazon.	
linkedin.com	LinkedIn	Social Media	LinkedIn, the world's largest professional network with 300 million members in over 200 countries and territories around the globe.	
linksynergy.com	Rakuten LinkShare	Advertising	Rakuten LinkShare is a leading provider of full-service online marketing solutions specializing in the areas of Affiliate Marketing and Display and Retargeting. Grow sales and find new customers with Rakuten LinkShare, trusted experts providing the industry with thought leadership, superior service and most importantly.	
listrakbi.com	Listrak	Marketing Platform	Listrak provides a single, integrated digital marketing platform that allows omnichannel retailers to reach their audience through email marketing, mobile marketing, social marketing and more.	
livechatinc.com	LiveChat	Live Support	Live chat software for business. Intelligent customer engagement, real-time website monitoring and live help/live support tools. Increase your sales and ROI with live chat.	
liveclicker.net	LiveClicker	Email Marketing	Liveclicker delivers rich customer experiences for leading brands across email and the web. Its RealTime Email solution brings static emails to life with content updated dynamically at the moment of open. Liveclicker’s video commerce solutions help today’s top brands – from production through conversion – generate the most ROI from video.	
livefyre.com	Livefyre Inc.	Content Provision	Livefyre helps you discover original content about your brand from anywhere and use it everywhere. Real-time content marketing made simple.	
livehelpnow.net	LiveHelpNow LLC	Helpdesk Services	Best rated Help Desk Software for Customer Service with Live Chat, Ticketing system, Knowledge base/FAQ and Call management.  Open the door for customers with live chat, email-ticket and self-service knowledge base.	
liveperson.net	LivePerson Inc.	Live Support	Websites use LiveEngage's intelligent chat and offer banners to spark conversations. By engaging visitors with targeted offers based on their individual behavior, you can increase conversion rates by as much as 25%.	
liverail.com	LiveRail	Advertising	LiveRail is the leading publisher monetization platform for online video. With over 5bn impressions delivered via our platform each month, LiveRail sets the standard for innovative online video advertising technology solutions. Our mission is to provide premium publishers with the technology to sell their video inventory smarter and safer, across all devices. Our technology is used by hundreds of major publishers who benefit from sophisticated analytics, advanced controls, and unparalleled transparency ultimately generating maximum yield for every ad impression.	
llnwd.net	Limelight Networks	CDN	Limelight Orchestrate Suite Limelight Orchestrate Limelight Orchestrate is a cloud-based platform that provides a suite of tools to create, manage, deliver, and optimize your engagement across touchpoints.	
locayta.com	ATTRAQTLtd	Site Search	Established in 2002, originally as Locayta Ltd., the company originally specialised in developing software for advanced online search solutions. As eCommerce developed, the company saw the potential for search to be a key element in the commercial success of retail platforms. Today, ATTRAQT provides search and merchandising solutions to online retailers in the UK and US. ATTRAQT is privately owned.	
lognormal.net	Soasta	Performance	The SOASTA Platform enables developers, QA and IT operations to load and performance test web and mobile apps with speed, scale and precision.	
LongTail Ad Solutions. Inc.	LongTail Ad Solutions Inc.	Advertising (Video)	JW Player is the web's most popular online video player providing media solutions to publishers of all sizes.	
longtailvideo.com	LongTail Ad Solutions. Inc.	Video Tools	JW Player is the web&#039;s most popular online video player providing media solutions to publishers of all sizes.	
loop11.com	Loop11	Usability Research (Customer Experience)	Loop11 is a remote usability testing tool that enables you to test the user-experience of any website and identify navigational and usability issues. Test the usability of your website quickly, cost effectively and properly!	
loopassets.net	Loop Commerce	Online Gifting	Loop easily integrates into online stores and provides their customers with a simple way for thoughtful gift giving.	
luckyorange.com	Lucky Orange LLC	Analytics	Get into the minds of your customers by watching them navigate your site and chatting with them as they do so.	
luckyorange.net	Lucky Orange LLC	Analytics	Get into the minds of your customers by watching them navigate your site and chatting with them as they do so.	
luminate.com	Luminate	Advertising	Luminate is the leading in-image advertising and related content network with over 200 million monthly uniques.	
mailchimp.com	The Rocket Science Group	Customer Engagement	MailChimp is the best way to design, send, and share email newsletters.	
mapbox.com 	Mapbox	Mapping Services	Anyone can design a map with Mapbox Studio. Our open source design tool allows you to choose what you want on the map and exactly how it looks. Add data, pick fonts and colors &ndash; you have control over every detail.	
maps.googleapis.com	Google	Mapping Services	The Google Static Maps API lets you embed a Google Maps image on your web page without requiring JavaScript or any dynamic page loading. The Google Static Map service creates your map based on URL parameters sent through a standard HTTP request and returns the map as an image you can display on your web page.	
marinsm.com	Marin Software	Advertising	Manage your Paid Search, Display Advertising, Social Media and Mobile Advertising in one easy to use platform.  Marin Software's powerful bid management and ppc optimization tools will help you generate more conversions and save time.	
marketo.net	Marketo	Marketing Platform	Marketo provides easy and powerful marketing automation software with everything a marketer needs: email, social, analytics, lead management and more.	
marketwatch.com	The Wall Street Journal	Business News	Stock Market Quotes, Business News and Financial News.	
match.rtbidder.net	Brandscreen	Ad Real-time Bidding	Brandscreen Adserver - Brandscreen offers a media-buying platform that empowers marketers to more effectively invest in programmatic digital media. Brandscreen has led innovation in technology-enabled digital media buying since creating one of the first demand side platforms (DSPs) in 2007. Since then, Brandscreen has continued to innovate - most recently delivering the industry's first digital-out-of-home (DOOH) marketplace! Brandscreen is well positioned to continue its innovation through agile and responsive collaboration with existing customers as well as proactive development of our market leading platform.	
mathtag.com	MediaMath	Advertising	MathTag.com is a domain used by MediaMath to place cookies, on behalf of its customers, on the computers of visitors to our selected customer's websites and who may view our customer's display advertisements. We offer visitors a means for controlling the use of session information with respect to the MediaMath products using cookies set from MediaMath's MathTag.com domain. If at any time the visitor does not wish to allow his/her session visitation information to be aggregated and analyzed by MediaMath, he/she may utilize the following opt out mechanism.	
mavic852.com	Lead Forensics	Lead Generation	Lead Forensics is lead Generation Software that can make a real difference to your ROI and ultimately your business. Request a free demo and 7 day trial to learn more.	
maxmind.com	MaxMind Inc.	Geo Location	Use GeoIP intelligence for content personalization, ad targeting, traffic analysis, digital rights management, and more.	
maxymiser.net	Maxymiser	A-B Testing	Maxymiser enables marketers to increase the effectiveness of websites by using A/B and multivariate testing with personalization to proactively manage conversion rates by adapting content to respond to live visitors.	
mc.yandex.ru	Yandex	Analytics	Yandex.Metrica is a free tool that helps you increase the conversion rate of your site. Metrica lets you monitor the key effectiveness indicators of your website, analyze user behavior, and evaluate the efficiency of your ad campaigns.	
media6degrees.com	dstillery	Advertising	Find out how we can build new custom audiences for your campaign, using our unique targeting and activation system that looks at customers' digital and physical.	
mediaforge.com	Rakuten MediaForge	Advertising	Rakuten MediaForge’s most distinguishing mark is our award-winning ad technology. Our ads are a personalized extension of the shopping experience on your site, so consumers will engage with your brand without having to leave the site they were browsing.	
mediahawk.co.uk	Mediahawk	Call Tracking	Track the performance of your marketing and advertising. Integrate call tracking software with Google and enhance your campaigns"	
mediaplex.com	Conversant Inc.	Analytics	At Conversant our mission is simple - help marketers drive deep consumer engagement and profound brand growth by building personal connections with individuals. One at a time, by the millions. We are transforming digital marketing by empowering leading brands to engage in one-to-one conversations with each of their customers and prospects. We can help virtually any brand leverage the power of personalization to improve marketing results. Every brand and every buyer has unique needs and objectives. Conversant offers different solutions that can be tailored to meet any advertiser's specific goals and budget.	
mediavoice.com	Polar	Advertising	A powerful platform that leverages your existing CMS and ad serving infrastructure, placing them in-stream across desktop and mobile sites.	
meetrics.net	Meetrics GmbH.	Advertising	Meetrics GmbH is a leading company on the German and European market for technical solutions which increase the quality and effectiveness of advertising campaigns and online editorial content. Alongside the verification of the visibility of online ads, Meetrics provides the opportunity to review and verify the environments and target groups.	
meltdsp.com	Melt	Ad Real-time Bidding	Through the innovative model Real-time Bidding, Melt optimizes your media buying dynamically, delivering your ads to a qualified and targeted audience.	
meltwaternews.com	Meltwater Group	Customer Engagement	Meltwater helps companies drive growth and build brands by better understanding and engaging their customers, markets and social business communities.	
mercent.com	Mercent Corp.	Marketing Platform	Ecommerce marketing software for retailers. Increase online sales through shopping feeds to Amazon, eBay, Google Shopping, Shopping Engines and Product Ads.	
merchantequip.com	Merchant Equipment Store	Merchant Services	Receive high quality Merchant Services and a low cost, hassle-free Merchant Account when you process credit cards with Merchant Equipment Store.	
merchenta.com	Merchenta	Customer Engagement	Unlike traditional retargeters, Merchenta focuses on the metric that matters most – consumer engagement. By focussing on consumer engagement, we're able to optimise campaigns to those high-value consumers who drive the greatest results. By using this insight, we drive great results for our clients.	
mgcdn.com	Mega Information Technology Ltd.	Advertising	Mega focuses on solutions to campaign performance and end-user experience improvement with our experiential internet marketing tactics, in terms of Email Marketing, Online Advertising Campaigns, Search Engine Optimization, Search Keyword Listings, Data Analysis and more.	
micpn.com	Movable Ink	Web Personalization	We Help Marketers Create Personal Experiences at Massive Scale. We believe that marketing can delight, compel, and engage. But all too often, that opportunity is lost with one-size-fits-all messaging delivered to masses. It is our mission to broaden the possibilities in the way we communicate, and create truly personalized, one-to-one interactions between brands and their customers at a massive scale.	
microsoft.com	Microsoft Corporation	CDN	The Microsoft Azure Content Delivery Network (CDN) offers developers a global solution for delivering high-bandwidth content that&#039;s hosted in Azure. The CDN caches publicly available objects at strategically placed locations to provide maximum bandwidth for delivering content to users.	
mighty.aol.net	AOL	Advertising	Without insight, data is nothing more than numbers on a page. AOL finds the patterns hidden in the reports, so that you can put the data to work for you.	
mightypop.ca	Mightypop	Email Marketing	Email marketing for booking of shows for Newfoundland touring artists.	
mixpanel.com	Mixpanel	Analytics	Mixpanel is the most advanced analytics platform in the world for mobile & web.	
mkt51.net	Silverpop (IBM)	Marketing Platform	Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social.	
mkt932.com	Silverpop (IBM)	Marketing Platform	Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social.	
mkt941.com	Silverpop (IBM)	Marketing Platform	Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social.	
mktoresp.com	Marketo Inc.	Advertising	Our marketing automation software gives you the power and flexibility to quickly launch highly targeted campaigns across your marketing channels in order to generate more revenue with less manual effort. Only Marketo provides ease and speed combined with enterprise-level power and flexibility so you never outgrow the system or run into roadblocks.	
ml314.com	Madison Logic	Marketing Platform	Madison Logic is the largest provider of full funnel marketing solutions for 1,000+ of the world’s leading B2B brands. Our intent data fuels our ability to get the right message to the right person at the right time.	
moatads.com	Moat Inc.	Advertising	Moat Ad Search is a search engine for online display ads, making it easy to find your favorite brands and to discover what banner ads are running on top sites.  Moat is focused on building easy-to-use products that help advertisers build and sustain their competitive advantage through better creative.	
mobify.com	Mobify	Mobile Optimisation	Mobify is a mobile e-commerce optimization platform used by leading online retailers to deliver exceptional responsive shopping experiences.	
mobimanage.com	moboManage	Web Design	Every device gets a unique experience, has specific functionality, carefully thought out UX and marketing tools associated with it. Take it one step further and look at the industries we work with. Whatever your current needs are, envision having a single platform that integrates with any existing system and provides you the ability to send content and information to any device that comes to the party.It’s not as classy as BYOB, but BYOD is the future.	
monetate.net	Monetate Inc.	Web personalization	Interact. Engage. Reach. Turn real-time big data into personalized digital experiences with the Monetate Acceleration Cloud, Services, and Content Marketing	
mookie1.com	Media Innovation Group, LLC	Advertising	We provide marketing communicators with a single access point to every digital audience, and the technology platform to engage them in startling new ways.	
mouseflow.com	Mouseflow ApS	Tracking	Mouseflow lets you record website visitors and generate instant heatmaps showing where they click, scroll and even pay attention. 	
mousestats.com	MouseStats	Analytics	MouseStats Website Heatmaps, Visitor Playback, Form Analytics, Visitor Recording: UX Analysis Suite.	
mplxtms.com	ValueClick, Inc	Advertising	ValueClick. provides online advertising campaigns and programmes for advertisers and advertising agency customers in the across the globe. The company’s customers include direct marketers, brand advertisers, the advertising agencies, and traffic distribution partners. Click on the arrows on the right to learn more about what we do.	
mpstat.us	Soasta	Performance	The SOASTA Platform enables developers, QA and IT operations to load and performance test web and mobile apps with speed, scale and precision.	
mpulse.net	Soasta	Performance	RUM — Real User Monitoring, delivered by SOASTA mPulse. mPulse captures and aggregates the performance and engagement metrics most important to your business—in real time—giving you the real-user intelligence you need to correlate the impact of performance on your bottom line, alert you with contextual information so you can take appropriate action, and feed critical information back into the development lifecycle.	
msads.net	Microsoft Corporation	Advertising	Ads from MSN.	
mshcdn.com	Mashable	Social Media	The latest happenings in social media, plus tips on using Twitter, Facebook, YouTube, Foursquare and other social tools on the web.	
msn.com	Microsoft Corporation	All	MSN connects your brand with an active and informed audience that spans generations and lifestyles. Consumers visit MSN for premium content that keeps them in the know and brings them closer to their interests and passions. From trusted resources like MSN Money and MSN Autos, to the fashion and celebrity scenes of Glo and Wonderwall, MSN offers exclusive experiences that draw loyal, high-value audiences.	
mtvnservices.com	Viacom	Content Provision	Viacom connects with our diverse audiences everywhere they are. As a leading global entertainment content company, we know what our viewers want and proudly deliver it across the globe through television, motion pictures and a wide range of digital media.	
multiview.com	Multiview Inc.	Advertising	MultiView is the number one publisher of association-branded B2B digital media.	
mxcdn.net	Meetrics GmbH.	Advertising	Meetrics GmbH is a leading company on the German and European market for technical solutions which increase the quality and effectiveness of advertising campaigns and online editorial content. Alongside the verification of the visibility of online ads, Meetrics provides the opportunity to review and verify the environments and target groups.	
mxpnl.com	Mixpanel	Analytics	Mixpanel is the most advanced analytics platform in the world for mobile & web.	
mxptint.net	MaxPoint Interactive Inc.	Tracking	Hyperlocal online advertising from MaxPoint helps advertisers move crowds of shoppers to local stores.	
mybuys.com	MyBuys Inc.	Web Personalization	With decades of experience in eCommerce and analytics, our team of personalization experts is passionate about success.	
myfonts.net	MyFonts	CDN Fonts	MyFonts, the #1 place to download great @font-face webfonts and desktop fonts: classics (Baskerville, Futura, Garamond) alongside hot new fonts (Choplin, Sanelma, True North).	
myspace.com	Specific Media LLC 	Social Media	Myspace (stylized as myspace) is a social networking service with a strong music emphasis owned by Specific Media LLC and pop music singer and actor Justin Timberlake.	
mythings.com	myThings	Advertising	myThings? offering is answering two pains of marketers who run real time programmatic ad campaigns: lack of transparency and template-based automation. It empowers advertisers by providing them with full visibility into the performance patterns of their audience, while creating fully customized programmatic campaigns capable of meeting their specific business goals.	
mythingsmedia.net	myThings	Advertising	myThings? offering is answering two pains of marketers who run real time programmatic ad campaigns: lack of transparency and template-based automation. It empowers advertisers by providing them with full visibility into the performance patterns of their audience, while creating fully customized programmatic campaigns capable of meeting their specific business goals.	
mzstatic.com	Apple Corp.	Media Provision	Media from iTunes.	
nanigans.com	Nanigans	Advertising	Nanigans' Ad Engine is built for scale with workflow automation, predictive optimization, deep data integrations, and real-time and lifetime reporting tools. Using predictive logic, machine learning algorithms and other technology, Nanigans' Ad Engine offers performance marketers a comprehensive SaaS platform to help maximize return on ad spend by identifying high value audiences and managing the workflow involved to optimize ad spend to meet true business goals.	
needle.com	Needle	Usability Research (Customer Experience)	Needle’s unique customer experience and CRM tools help increase customer loyalty and engagement.	
netdna-cdn.com	MaxCDN (NetDNA)	CDN	Trailblazing Content Delivery Network - Affordable and Lightening fast CDN services.	
netmng.com	Innovation Interactive (Netmining)	Analytics	Netmining specializes in behavioral advertising and performance marketing services offering brands innovative real-time bidding and custom audience targeting solutions.	
newrelic.com	New Relic	Performance	Offers a performance management solution enabling developers to diagnose and fix application performance problems in real time.	
news-static.com	News Limited	News Provider	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m* Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
news.com.au	News Limited	News Provider	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
newsanalytics.com.au	News Limited	Analytics	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m* Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
newsapi.com.au	News Limited	News Provider	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m* Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
newscdn.com.au	News Limited	News Provider	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m* Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
newsdata.com.au	News Limited	News Provider	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m* Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
newsdiscover.com.au	News Limited	Newsfeed Provider	Australia’s number one news site in 2013 and 2014, news.com.au reaches over 3.7m* Australians, delivering extensive breaking news and national interest stories thanks to our team of dedicated journalists plus the strength of the News Corp Australia network.	
nexac.com	Datalogix	Advertising	Leverage the power of purchase-based audience targeting to drive measurable online, mobile and offline sales.	
ninemsn.com.au	ninemsn Pty. Ltd	Web Search	ninemsn Pty. Ltd. operates as an online media company, provides MSN online services with TV and magazine brands in Australia.	
nochex.com	Nochex Ltd.	Payment Gateway	Nochex - a leading online payments provider. Send money and accept payment online with Nochex online payment systems. Pay online fast with our accounts.	
norton.com	Symantec Corporation	Website Security	Symantec helps consumers and organizations secure and manage their information-driven world. Learn about the company, read what media and analysts have to say about Symantec, or find positions open in our team.	
nosto.com	Nosto	Web Personalization	Nosto enables online retailers to deliver their customers a personalised shopping experience, increasing conversion, average order value and customer retention as a result. Free to install, the solution works with any online store and e-commerce platform.	
nr-data.net	New Relic	Performance	Offers a performance management solution enabling developers to diagnose and fix application performance problems in real time.	
ntoklo.com	nToklo	Web Personalization	nToklo provides the next generation of recommendation systems, leapfrogging competitors with its ultra high performance, scalability and flexibility without any of the usual cost, lead times and complexity.	
ntv.io	Quantcast	Analytics	Quantserve.com creates web beacons and cookies operated by audience research and behavioural advertising company Quantcast.	
nuggad.net	nugg.ad	Advertising	nugg.ad â€“ EUROPEâ€™S AUDIENCE EXPERTS. We offer pioneering real-time solutions for audience targeting, efficient brand advertising and an ideal data management platform &#40; DMP &#41;. Smart data for direct sales campaigns, real time bidding and programmatic buying. Our technology stands for maximum data protection.	
olark.com	Olark	Live Support	Answer customers immediately and monitor website visitor behavior in real time for higher conversions, soaring sales and easy support. Make customers smile!	
ometria.com	Ometria Ltd.	Analytics	Key features include customer lifetime values, advanced customer segmentation, product conversion insights, funnel analysis and real time data.	
omtrdc.net	Adobe Systems Incorporated	Performance	Adobe offers hosted services as part of Adobe Digital Marketing Suite that enable companies to personalize and improve the performance of their websites, apps, social networking pages, and marketing activities. Adobe services collect and analyze information, such as clicks made by visitors when they use a company's websites, apps, or social networking pages or view marketing emails or advertisements.	
onefeed.co.uk	Webcore Limited 	Advertising	Onefeed offers a wealth of feed creation services that enables all kinds of merchants to create the perfect feed for all comparison shopping engines, affiliate networks and retargetting partners.	
onet.pl	Onet	Advertising	Today in Onet.pl: news from the country and the world; business, sports, entertainment and weather. Check e-mail, Blog this, chat and arrange to dating.	
ooyala.com	Ooyala Inc.	Advertising (Video)	Ooyala offers leading cross-device video analytics and monetization solutions, streaming over 1 billion videos to nearly 200 million unique viewers per month.	
openx.net	OpenX Technologies Inc	Advertising	With OpenX, publishers make more money by maximizing ad inventory and content engagement. Advertisers reach targeted audiences at scale and improve ROI.	
openxadexchange.com	OpenX Technologies Inc	Advertising	With OpenX, publishers make more money by maximizing ad inventory and content engagement. Advertisers reach targeted audiences at scale and improve ROI.	
ophan.co.uk	The Guardian	Analytics	Real-time feedback from the Guardianâ€™s in-house 'attention data' tool Ophan. It tracks all of the Guardian's traffic and makes it available to journalists, editors and developers with a time-lag of less than five seconds. Users can see what's being read most on the Guardian's various home pages. The data can be filtered by country, time period, section, mobile app and devices, browsers, referral sources, and more.	
optimahub.com	Datalicious	Analytics	OptimaHub forms part of our media attribution service and offers marketers a single customer view and is a source of truth in marketing analytics.	
optimizely.com	Optimizely	A-B Testing	Improve conversions through A/B Testing, Split Testing and Multivariate Testing with Optimizely!	
optimost.com	Hewlett Packard Automony	Analytics	HP Optimost uses advanced pattern-matching, mvt testing and optimization on a single platform to help you better understand customer data for higher conversion rates.	
optorb.com	Optorb Ltd	Advertising	No longer trading	
ostkcdn.com	Overstock	CDN	Let Overstock.com help you discover designer brands and home goods at the lowest prices online. See for yourself why shoppers love our selection and award-winning customer service.	
outbrain.com	Outbrain Inc.	Content Provision	Outbrain is the world&#039;s largest and most trusted content discovery platform.	
owneriq.net	OwnerIQ Inc.	Advertising	OwnerIQ is transforming consumer's interactions with products and brands along the Path to Purchase into powerful new online advertising solutions and marketing channels.	
ozcart.com.au	OzCart	Payment Gateway	Ozcart is Australian owned and operated. With 10+ years experience helping Australians open online stores, we know Aussie Ecommerce and we genuinely care about your Business. Ozcart is a hosted online store solution with all features on all plans, no transaction fees and made for Australian businesses. Suitable for retail or wholesale businesses.	
p-td.com	Accuen Media (Omnicom Media Group)	Media Provision	Accuen delivers market-leading solutions across channels, transforming data into competitive media advantage.	
p.univide.com	Crosswise	Advertising	Crosswise works with partners to enable them to break the multi-screen gap and unleash the full potential of their data.	
pages03.net	Silverpop (IBM)	Marketing Platform	Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social.	
pages04.net	Silverpop (IBM)	Marketing Platform	Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social.	
pages05.net	Silverpop (IBM)	Tracking	Silverpop is the only digital marketing technology provider that unifies marketing automation, email, mobile, and social.	
pardot.com	Pardot	Marketing Platform	Marketing automation made simple. Make sales and marketing teams best friends with our no-hassle marketing automation platform. Gain greater insight into ROI, increase marketing accountability, and more. Automate your marketing with Pardot.	
parsely.com	Parsely, Inc.	Analytics	Parse.ly provides digital publishers with clear audience insights to answer questions about how readers are responding to content.	
paypal.com	PayPal	Payment Gateway	PayPal is the safer, easier way to pay online without revealing your credit card number.	
peer1.com	PEER 1 Hosting	Internet Hosting	The highly secure, redundant IT infrastructure of PEER 1 Hosting 18 data centres data centres in 13 cities across North America and Europe protect your servers and web presence, and ensures you are running online, all of the time.	
